age,income,gender,time_spent,preferred_platform,interests,demographics,posts_per_week,exercise_hours
42,71182,male,4.5,TikTok,Fashion,Rural,11,9.5
54,75538,female,3.5,TikTok,Travel,Rural,8,8.0
63,51824,female,1.0,Instagram,Technology,Urban,8,6.5
29,48211,male,4.5,Facebook,Fashion,Rural,6,8.5
17,21979,male,2.0,Facebook,Sports,Suburban,13,10.5
41,66189,female,4.5,Twitter,Technology,Suburban,11,2.0
16,24832,male,1.0,Twitter,Technology,Urban,9,10.5
22,25408,female,5.0,Snapchat,Travel,Rural,8,5.5
29,42504,male,2.0,Instagram,Travel,Urban,4,4.5
22,23569,male,2.5,Facebook,Food,Rural,4,3.5
29,58790,male,1.0,Instagram,Food,Urban,11,2.5
32,50669,male,5.0,Instagram,Sports,Suburban,7,7.0
36,46910,female,0.5,Facebook,Technology,Urban,9,5.5
17,23561,female,3.5,Twitter,Art,Urban,3,2.5
46,96857,female,5.0,Twitter,Sports,Urban,8,5.5
18,17196,male,0.5,Snapchat,Sports,Urban,6,7.0
65,50131,female,4.0,Instagram,Art,Urban,6,5.5
14,23843,female,1.5,Instagram,Art,Urban,12,4.0
25,35978,female,5.0,Instagram,Art,Suburban,14,9.0
55,61991,male,3.0,TikTok,Travel,Rural,2,10.0
55,57153,male,3.5,Facebook,Sports,Suburban,3,0.5
60,73548,female,5.0,Snapchat,Sports,Urban,6,6.0
23,24908,female,0.5,Instagram,Fashion,Urban,10,6.0
63,79071,male,3.0,TikTok,Art,Urban,10,3.5
59,87454,male,3.5,Snapchat,Art,Rural,13,6.0
35,43983,female,3.0,Instagram,Food,Rural,4,1.5
28,39503,female,2.0,Twitter,Food,Urban,11,2.5
43,69921,male,0.5,Facebook,Technology,Urban,2,2.5
23,23714,female,4.5,TikTok,Food,Rural,0,10.0
28,46905,female,2.0,Instagram,Music,Rural,6,5.5
20,28070,female,3.5,Instagram,Technology,Rural,5,5.5
16,25512,female,3.5,Snapchat,Art,Rural,9,8.0
52,73953,male,1.0,Snapchat,Fashion,Urban,14,3.0
16,25422,female,0.5,Facebook,Food,Urban,6,7.0
37,62168,male,4.0,Twitter,Fashion,Urban,14,8.0
15,19583,female,4.0,Instagram,Food,Urban,13,4.5
44,78714,female,3.5,Instagram,Food,Urban,1,9.5
15,19941,male,4.0,Twitter,Fashion,Suburban,12,2.5
39,79896,female,1.5,Instagram,Sports,Urban,11,4.0
41,51889,non-binary,1.0,Instagram,Sports,Urban,3,7.0
44,67413,male,3.5,Snapchat,Sports,Urban,1,7.5
62,52275,female,4.0,Facebook,Music,Urban,7,10.0
63,42461,female,0.5,Twitter,Sports,Urban,6,3.5
31,44291,female,5.0,Facebook,Food,Rural,0,7.5
33,44036,male,4.5,Facebook,Art,Rural,1,2.0
17,26435,male,2.0,Facebook,Travel,Urban,1,8.5
30,57935,male,2.0,Twitter,Fashion,Suburban,3,9.5
40,73453,female,1.5,Snapchat,Art,Urban,2,6.5
54,68544,male,3.0,Facebook,Travel,Suburban,0,0.5
34,53415,female,0.5,Facebook,Art,Urban,11,1.0
33,58564,male,3.0,TikTok,Music,Urban,13,6.5
18,27258,female,1.0,Facebook,Travel,Rural,1,3.0
13,29457,male,4.5,TikTok,Technology,Urban,10,7.0
17,24759,male,1.0,Facebook,Sports,Urban,8,8.0
53,98758,male,3.5,Snapchat,Music,Urban,12,0.0
24,15038,male,0.5,Instagram,Art,Urban,0,4.0
38,50736,female,3.5,TikTok,Food,Urban,8,10.5
58,77643,female,2.5,Snapchat,Sports,Rural,6,6.5
46,93950,female,4.0,Instagram,Sports,Suburban,1,7.5
61,74964,female,2.0,Facebook,Travel,Suburban,1,10.0
26,58044,female,5.0,Snapchat,Technology,Urban,4,6.0
38,79933,female,3.5,Twitter,Sports,Urban,12,2.5
57,55997,female,3.0,Facebook,Art,Urban,4,10.5
39,54215,female,2.5,Facebook,Art,Urban,3,0.0
21,15301,male,2.0,Snapchat,Fashion,Suburban,11,10.0
38,63911,female,3.5,Instagram,Fashion,Urban,9,1.5
59,57030,male,2.5,Twitter,Sports,Rural,9,1.0
34,59334,female,2.5,Instagram,Travel,Urban,12,8.0
59,54571,female,0.5,TikTok,Travel,Urban,11,0.5
42,68927,male,1.0,TikTok,Food,Urban,2,9.0
55,60714,male,2.5,TikTok,Music,Urban,3,9.5
60,83541,female,1.5,Facebook,Music,Urban,9,10.5
29,53387,female,1.0,TikTok,Music,Urban,3,3.5
38,68444,male,2.0,Instagram,Technology,Urban,1,7.0
48,98908,female,2.0,Twitter,Travel,Suburban,4,2.5
13,18537,female,2.0,Twitter,Food,Suburban,14,9.5
20,28057,female,2.0,Facebook,Fashion,Urban,4,0.5
61,85268,non-binary,1.5,TikTok,Art,Urban,4,7.0
47,74858,female,3.5,Facebook,Music,Suburban,10,9.5
64,88689,male,4.5,Twitter,Fashion,Rural,14,5.5
27,41870,female,2.5,Snapchat,Fashion,Suburban,10,1.0
59,66062,female,2.0,Snapchat,Sports,Urban,9,4.5
34,34082,male,1.0,Facebook,Technology,Suburban,0,6.5
26,43718,male,1.0,Instagram,Food,Suburban,5,10.5
38,60567,male,2.5,Snapchat,Technology,Urban,10,6.5
40,69739,female,3.5,Instagram,Sports,Rural,1,1.0
35,43754,female,5.0,Instagram,Food,Urban,6,0.0
26,57044,female,5.0,Instagram,Food,Rural,3,9.5
36,41724,female,4.5,Instagram,Travel,Suburban,14,0.0
14,16376,female,3.5,TikTok,Technology,Suburban,4,0.5
57,48706,male,2.5,Instagram,Technology,Suburban,4,9.0
38,48894,male,5.0,Twitter,Travel,Urban,4,4.5
26,48037,male,5.0,Instagram,Fashion,Suburban,1,1.5
63,58450,male,5.0,Instagram,Sports,Rural,4,1.5
19,15022,female,3.0,Facebook,Technology,Suburban,2,6.0
15,17460,female,1.5,Instagram,Travel,Rural,3,4.0
59,69725,male,2.5,Instagram,Art,Rural,12,3.0
35,45926,female,4.0,Twitter,Food,Rural,1,7.5
58,79019,female,0.5,Instagram,Music,Suburban,3,8.5
55,49496,male,0.5,Instagram,Art,Suburban,12,1.0
59,76068,male,3.5,Instagram,Travel,Urban,8,9.5
57,69806,male,2.5,Facebook,Music,Suburban,7,9.5
30,52663,male,2.5,TikTok,Fashion,Urban,12,4.5
50,91321,female,0.5,Twitter,Sports,Urban,13,10.5
47,86495,male,4.5,Facebook,Music,Urban,14,7.5
63,62656,male,0.5,Facebook,Fashion,Rural,10,1.0
27,52379,female,2.5,TikTok,Music,Rural,11,5.0
37,65860,non-binary,5.0,Facebook,Food,Suburban,2,4.5
49,99666,male,4.5,Snapchat,Food,Urban,0,7.5
40,56832,male,2.0,Facebook,Food,Suburban,0,3.5
22,21019,male,4.0,TikTok,Food,Suburban,5,4.0
51,98231,male,3.0,TikTok,Travel,Urban,2,7.0
29,51727,male,1.5,Twitter,Food,Urban,3,10.0
51,92815,female,2.0,Facebook,Art,Urban,0,1.0
34,59545,male,1.0,Instagram,Food,Suburban,7,1.5
38,42520,male,0.5,Instagram,Art,Suburban,0,6.0
56,43081,female,4.0,Instagram,Travel,Urban,4,5.5
37,74196,male,0.5,Instagram,Food,Rural,5,10.0
29,33967,male,0.5,Facebook,Fashion,Urban,14,4.0
25,36445,male,2.0,Twitter,Fashion,Urban,1,6.5
32,44566,non-binary,5.0,Twitter,Technology,Urban,6,9.0
37,54042,male,5.0,Instagram,Fashion,Urban,6,3.0
16,24114,female,3.0,Facebook,Sports,Urban,0,7.5
22,26329,female,4.5,TikTok,Sports,Urban,3,10.5
15,17159,male,0.5,Instagram,Sports,Suburban,11,9.5
53,87900,non-binary,3.5,Snapchat,Travel,Urban,12,2.0
57,59363,male,5.0,Instagram,Fashion,Suburban,3,4.5
30,44933,male,2.5,Facebook,Art,Suburban,4,8.5
59,83241,female,4.0,Instagram,Sports,Urban,0,5.0
48,69033,female,3.5,Instagram,Technology,Suburban,0,3.0
59,50805,female,2.0,Snapchat,Travel,Urban,6,6.5
34,33083,male,2.0,Twitter,Technology,Rural,8,9.5
46,76832,male,3.0,Instagram,Fashion,Rural,0,8.5
59,53944,female,3.0,TikTok,Food,Urban,1,5.0
20,18489,male,4.5,Instagram,Technology,Rural,5,10.5
52,90372,male,2.5,TikTok,Food,Suburban,14,5.5
61,63928,male,4.0,TikTok,Travel,Rural,14,8.5
56,55379,male,2.5,Facebook,Technology,Suburban,5,0.5
31,49018,female,1.0,Instagram,Technology,Urban,1,0.0
54,86751,male,3.0,Instagram,Music,Rural,8,4.5
53,84546,non-binary,4.5,Twitter,Travel,Urban,3,10.0
49,74286,male,1.5,Twitter,Travel,Urban,12,0.0
18,20110,female,0.5,TikTok,Sports,Urban,6,2.5
64,52087,male,0.5,Snapchat,Fashion,Urban,5,3.0
38,63762,male,1.5,Facebook,Technology,Suburban,10,8.0
46,67081,male,5.0,Facebook,Technology,Suburban,12,4.0
57,74947,male,2.5,Twitter,Art,Rural,10,3.0
18,24596,female,1.5,Facebook,Travel,Urban,2,8.0
49,88019,non-binary,4.5,Snapchat,Travel,Rural,7,1.0
45,92003,female,4.0,Instagram,Fashion,Rural,6,7.5
65,48313,male,1.5,Instagram,Travel,Urban,8,2.0
34,44871,male,4.5,Facebook,Food,Urban,2,9.5
33,31013,male,3.0,Snapchat,Food,Rural,0,8.5
18,15226,female,3.5,Facebook,Music,Suburban,1,0.0
18,22321,female,2.0,Snapchat,Food,Suburban,11,1.5
60,41828,female,2.0,Instagram,Food,Suburban,10,5.0
16,22909,male,1.0,Snapchat,Fashion,Urban,14,9.5
42,78356,female,2.5,Twitter,Technology,Urban,11,4.0
23,28109,male,4.0,Facebook,Food,Suburban,0,3.5
42,42023,female,3.5,Snapchat,Music,Urban,10,3.5
43,54537,female,3.5,Facebook,Travel,Suburban,4,2.0
36,66661,female,3.0,Instagram,Food,Rural,14,5.5
21,20891,female,1.5,Facebook,Music,Suburban,9,0.0
15,27475,male,2.5,Snapchat,Fashion,Rural,13,7.0
63,73848,female,0.5,TikTok,Art,Urban,1,8.5
43,77804,male,3.5,Twitter,Art,Suburban,2,2.5
52,65379,female,4.5,Twitter,Art,Suburban,7,4.5
49,77766,male,0.5,Snapchat,Travel,Rural,14,6.5
48,93590,female,1.0,Facebook,Music,Suburban,9,10.0
36,42563,female,1.5,TikTok,Food,Urban,13,3.5
43,76060,female,1.5,Facebook,Technology,Rural,4,1.0
18,27813,female,4.0,TikTok,Travel,Suburban,3,10.5
14,18586,female,3.5,Snapchat,Travel,Urban,4,10.5
32,46087,female,3.0,Snapchat,Art,Suburban,9,9.0
40,63225,female,5.0,Twitter,Technology,Rural,5,5.5
23,28366,female,5.0,Instagram,Art,Suburban,11,5.5
16,21643,male,2.0,Twitter,Travel,Urban,6,7.0
27,57523,non-binary,4.5,Facebook,Food,Rural,13,3.0
18,18959,female,0.5,Twitter,Art,Suburban,12,1.5
61,51005,female,1.0,Twitter,Art,Suburban,8,10.0
42,40161,male,2.0,TikTok,Art,Urban,0,4.0
50,66029,male,1.5,Twitter,Travel,Urban,3,10.5
63,89745,female,0.5,Facebook,Food,Suburban,11,7.5
14,29226,male,2.5,Instagram,Technology,Rural,11,6.0
27,57835,female,3.5,Twitter,Sports,Urban,8,1.5
23,27347,female,1.0,Facebook,Technology,Urban,4,4.0
20,26154,male,2.5,Instagram,Food,Urban,7,10.0
38,43390,female,3.0,Snapchat,Fashion,Suburban,11,8.5
63,45997,female,3.5,Twitter,Art,Urban,0,7.0
57,52693,female,0.5,Twitter,Technology,Urban,3,7.0
56,89815,female,3.5,Instagram,Fashion,Urban,11,2.5
17,24324,male,2.0,Snapchat,Fashion,Suburban,13,5.0
18,28387,female,4.0,Instagram,Food,Urban,11,3.5
38,40541,male,2.0,Snapchat,Food,Urban,8,10.0
16,20433,female,3.0,Facebook,Art,Rural,12,8.0
31,35093,female,4.5,TikTok,Sports,Urban,0,8.0
32,43428,male,2.5,Instagram,Music,Urban,0,8.5
45,93934,female,2.0,Instagram,Travel,Rural,3,1.5
32,47251,female,4.0,Twitter,Technology,Urban,13,7.0
61,88831,male,4.5,Twitter,Food,Suburban,2,0.5
24,25258,non-binary,2.0,Facebook,Technology,Urban,6,0.5
59,56044,male,1.5,Snapchat,Music,Suburban,10,4.5
13,28027,male,4.0,Instagram,Music,Urban,2,1.0
38,45469,female,2.5,TikTok,Art,Rural,0,3.5
26,58854,female,1.0,Snapchat,Fashion,Urban,11,9.5
50,56256,female,5.0,Instagram,Art,Urban,14,3.0
49,60720,female,4.5,Snapchat,Travel,Suburban,10,5.5
23,16169,female,1.5,Instagram,Sports,Rural,9,9.0
48,83598,female,1.0,Facebook,Technology,Urban,1,7.0
25,31651,male,0.5,TikTok,Travel,Rural,9,6.5
55,59194,male,4.0,Twitter,Sports,Urban,12,7.5
15,23667,male,1.5,Instagram,Technology,Suburban,3,6.5
45,77386,male,3.5,Instagram,Travel,Urban,0,1.0
18,24518,female,0.5,Instagram,Food,Suburban,0,8.5
62,86026,male,0.5,TikTok,Technology,Urban,11,10.5
22,16019,male,4.5,Facebook,Travel,Urban,13,2.5
17,20237,male,4.0,Instagram,Music,Urban,7,8.0
35,50028,female,1.5,Instagram,Sports,Urban,6,6.5
22,27448,female,3.0,Instagram,Travel,Rural,13,6.5
56,85253,female,1.5,Instagram,Food,Rural,7,9.5
14,16283,female,2.0,Facebook,Art,Suburban,12,6.0
25,47043,female,0.5,Facebook,Technology,Urban,3,1.0
52,80447,female,2.5,Instagram,Technology,Urban,5,6.0
14,28358,male,0.5,TikTok,Technology,Suburban,14,0.5
32,48394,female,0.5,Facebook,Food,Rural,12,4.0
13,23590,female,5.0,Snapchat,Sports,Urban,2,6.0
49,84501,female,3.5,Snapchat,Technology,Rural,10,3.5
21,28870,female,3.0,Snapchat,Sports,Rural,12,7.5
29,48509,female,1.0,TikTok,Travel,Rural,7,1.0
21,17171,female,1.0,Instagram,Music,Urban,3,6.0
23,23266,female,3.5,Facebook,Music,Urban,2,1.5
27,46230,male,0.5,Instagram,Sports,Urban,3,8.5
36,54472,female,1.0,Instagram,Sports,Suburban,5,0.5
50,95657,male,4.0,Snapchat,Music,Urban,10,9.5
47,53471,female,3.0,Twitter,Technology,Urban,6,10.5
42,70268,female,1.0,TikTok,Fashion,Suburban,6,10.0
43,48329,male,3.5,Facebook,Fashion,Urban,13,7.0
61,74865,female,2.0,TikTok,Food,Urban,14,8.0
17,29082,male,1.0,Instagram,Art,Suburban,11,4.5
56,86698,female,3.0,Instagram,Music,Suburban,3,0.0
62,68272,male,4.5,Instagram,Music,Suburban,7,2.5
26,40077,female,4.5,Snapchat,Food,Urban,6,1.0
65,36397,male,4.0,Instagram,Fashion,Suburban,1,9.0
23,29316,female,1.5,TikTok,Travel,Suburban,12,3.0
21,17757,male,1.5,TikTok,Technology,Urban,7,6.0
46,74570,female,1.0,TikTok,Technology,Suburban,8,6.0
24,16900,female,2.5,Facebook,Travel,Urban,4,8.0
47,68994,non-binary,2.0,TikTok,Travel,Urban,14,0.0
47,73284,female,3.5,Snapchat,Fashion,Urban,3,6.5
13,27178,female,2.0,Facebook,Food,Urban,3,1.0
52,67833,male,4.5,Facebook,Travel,Urban,12,6.5
34,55122,male,1.0,Facebook,Food,Rural,3,0.0
41,45017,male,3.0,Facebook,Art,Urban,5,7.5
20,27868,female,3.5,Twitter,Sports,Rural,10,4.5
23,28660,female,2.0,TikTok,Technology,Suburban,3,6.0
53,57999,male,3.0,Instagram,Fashion,Urban,6,1.5
49,72436,female,3.5,Twitter,Technology,Urban,6,4.0
26,40195,female,2.0,TikTok,Fashion,Suburban,4,6.5
42,42096,female,4.0,Instagram,Sports,Suburban,12,1.5
47,98201,male,4.5,TikTok,Technology,Urban,4,4.5
33,55279,male,0.5,Twitter,Sports,Urban,14,3.5
49,93363,female,3.5,Twitter,Fashion,Suburban,9,1.0
17,24817,female,4.5,Instagram,Travel,Urban,7,3.0
31,49715,male,5.0,Twitter,Art,Rural,6,4.5
26,59309,female,2.5,Facebook,Technology,Suburban,13,1.0
38,55078,female,1.0,Snapchat,Sports,Urban,6,0.5
16,22462,female,5.0,Instagram,Music,Urban,5,7.0
37,45105,female,3.0,TikTok,Technology,Urban,6,4.0
57,69312,male,3.5,Instagram,Technology,Rural,6,7.0
54,52839,male,1.0,Facebook,Technology,Urban,9,8.0
37,43384,female,1.0,Twitter,Food,Urban,13,3.0
30,40851,male,5.0,Facebook,Sports,Suburban,1,9.5
52,92821,male,5.0,Snapchat,Sports,Urban,13,8.5
20,26048,male,0.5,TikTok,Technology,Urban,9,7.0
51,63493,male,2.0,Snapchat,Travel,Rural,1,8.5
52,67069,male,3.5,Facebook,Technology,Urban,13,5.5
26,44139,male,4.5,Twitter,Food,Rural,9,10.0
44,47531,male,1.5,Twitter,Fashion,Rural,6,3.5
63,77051,male,3.5,Snapchat,Food,Urban,13,0.5
50,57736,female,3.5,Facebook,Travel,Urban,9,0.5
45,57710,female,3.5,Instagram,Technology,Urban,6,2.0
35,41619,female,1.0,Twitter,Sports,Suburban,6,0.0
27,43975,male,3.0,Facebook,Art,Urban,4,10.5
45,95603,male,1.0,Instagram,Music,Rural,0,1.5
37,63252,female,3.0,Instagram,Technology,Suburban,13,2.5
29,45261,female,5.0,Snapchat,Travel,Urban,1,6.0
45,51431,female,1.5,TikTok,Sports,Suburban,12,9.0
59,49067,male,1.0,Twitter,Food,Urban,8,5.0
14,19713,female,3.0,Instagram,Fashion,Rural,7,6.0
26,57037,male,1.0,Instagram,Fashion,Suburban,7,3.5
65,39557,male,2.5,TikTok,Art,Urban,9,3.0
52,59435,female,1.0,TikTok,Technology,Urban,0,6.0
52,87766,female,1.5,TikTok,Food,Rural,5,0.0
63,40162,male,1.5,Snapchat,Art,Suburban,14,2.5
51,84742,male,3.0,Instagram,Music,Rural,14,3.0
63,59675,female,3.0,Snapchat,Music,Urban,8,7.5
18,23461,male,5.0,Instagram,Art,Urban,14,7.0
18,15631,male,1.5,Instagram,Travel,Urban,7,9.5
15,15905,male,1.5,Snapchat,Fashion,Suburban,2,0.5
19,26663,female,0.5,Facebook,Food,Urban,3,7.5
63,74782,male,3.5,Facebook,Technology,Urban,14,8.0
20,24833,non-binary,4.0,Instagram,Sports,Suburban,2,7.0
54,57896,female,1.0,Instagram,Technology,Suburban,5,1.0
64,72972,non-binary,2.0,TikTok,Technology,Urban,13,1.5
27,46965,female,5.0,Facebook,Food,Urban,8,5.5
59,81800,male,3.5,Facebook,Fashion,Suburban,14,2.0
41,70508,male,4.0,Facebook,Food,Urban,7,8.0
45,55347,male,0.5,Facebook,Sports,Urban,14,2.5
64,70314,male,2.0,Facebook,Art,Urban,14,4.5
42,42643,female,3.0,Twitter,Food,Suburban,12,10.5
51,90785,male,1.5,Instagram,Travel,Rural,9,8.5
39,58681,male,2.5,Snapchat,Technology,Urban,3,4.5
48,88328,male,5.0,TikTok,Fashion,Urban,14,2.5
41,55892,female,4.5,Twitter,Music,Rural,1,2.5
50,97299,male,1.5,Facebook,Sports,Rural,12,9.5
45,67073,male,2.5,Facebook,Music,Suburban,7,7.0
49,86768,male,4.0,TikTok,Technology,Rural,7,1.5
39,70682,female,3.0,Twitter,Food,Suburban,13,7.5
45,82262,female,2.0,Snapchat,Music,Suburban,11,10.5
16,26333,male,4.0,TikTok,Travel,Urban,10,3.5
34,55998,male,1.5,TikTok,Food,Urban,5,3.0
14,29289,male,1.5,TikTok,Technology,Urban,13,9.0
22,15671,male,2.0,Twitter,Music,Rural,7,8.0
17,22927,female,4.5,Instagram,Art,Rural,8,10.0
22,16171,female,2.5,TikTok,Sports,Suburban,12,6.0
45,61918,male,4.0,Twitter,Music,Urban,0,7.0
50,91903,female,3.0,Facebook,Art,Urban,8,0.5
25,36342,male,1.5,Twitter,Art,Urban,1,4.5
43,51929,female,4.0,Twitter,Music,Urban,13,6.0
59,42539,female,4.5,TikTok,Fashion,Suburban,12,8.5
48,86727,male,4.0,Twitter,Music,Rural,0,5.0
57,85951,female,2.0,Instagram,Technology,Urban,7,6.0
36,62669,male,3.0,TikTok,Art,Urban,7,9.0
64,45432,male,0.5,Snapchat,Sports,Suburban,10,10.5
27,50644,male,2.0,Twitter,Technology,Urban,3,2.0
41,58745,male,4.0,Instagram,Travel,Rural,7,1.0
20,21164,female,0.5,Instagram,Food,Urban,6,9.0
17,28393,female,1.5,Twitter,Music,Urban,12,6.0
41,68228,female,0.5,Facebook,Fashion,Urban,1,2.0
59,74521,female,4.5,Instagram,Sports,Urban,4,5.5
16,23100,female,1.0,Snapchat,Fashion,Suburban,13,6.5
24,25544,male,4.5,Instagram,Fashion,Urban,9,2.5
57,58322,female,2.0,Instagram,Fashion,Urban,3,10.5
14,23562,male,1.0,Facebook,Music,Urban,2,4.0
39,62360,female,2.0,Instagram,Sports,Urban,0,8.0
43,69055,female,5.0,Snapchat,Sports,Urban,4,3.5
63,82891,male,3.0,Instagram,Art,Suburban,9,6.0
63,56376,female,3.5,Facebook,Fashion,Suburban,7,2.0
48,56588,female,1.5,Twitter,Art,Rural,11,10.5
48,75000,female,1.5,TikTok,Art,Urban,8,10.5
38,46304,male,5.0,Twitter,Food,Urban,6,8.0
55,47345,male,4.0,Facebook,Music,Urban,11,1.0
39,69300,male,2.5,Instagram,Music,Urban,10,2.5
17,22875,male,2.0,TikTok,Technology,Suburban,0,6.5
32,55470,male,3.5,Facebook,Art,Rural,0,7.0
23,21633,female,3.5,Twitter,Music,Suburban,14,6.5
22,29662,male,4.5,Instagram,Fashion,Urban,0,5.0
52,83365,female,4.5,Facebook,Travel,Urban,1,5.0
50,69446,female,2.5,Snapchat,Fashion,Rural,0,4.0
18,17336,female,4.0,Snapchat,Sports,Urban,3,2.5
20,27880,male,5.0,Twitter,Music,Urban,9,7.0
35,49879,female,0.5,Facebook,Music,Rural,8,5.5
59,72316,female,4.5,Facebook,Technology,Suburban,11,2.5
38,73340,male,4.0,Twitter,Art,Suburban,3,0.0
58,47521,male,3.0,Twitter,Travel,Urban,12,7.5
55,46171,female,1.5,Facebook,Music,Urban,3,9.5
24,22097,male,1.5,Facebook,Technology,Urban,6,7.0
38,58474,male,4.0,Facebook,Technology,Suburban,13,0.5
25,43992,male,2.5,TikTok,Travel,Urban,10,8.0
52,94629,male,5.0,Snapchat,Fashion,Rural,8,1.0
30,42464,female,3.5,TikTok,Fashion,Rural,6,1.0
37,61008,male,2.5,Facebook,Fashion,Suburban,0,2.0
45,51633,female,4.0,TikTok,Food,Urban,0,8.0
59,52485,female,5.0,Facebook,Art,Urban,3,8.0
52,93617,female,5.0,Twitter,Art,Suburban,3,9.5
55,43648,female,2.0,Snapchat,Fashion,Suburban,0,2.5
24,28140,female,1.0,Instagram,Travel,Suburban,5,0.0
56,57921,male,1.5,Instagram,Food,Urban,9,3.0
48,64357,female,4.0,Facebook,Art,Suburban,1,7.0
60,86136,female,3.5,Facebook,Fashion,Suburban,10,3.0
16,18137,female,1.0,Twitter,Food,Urban,4,9.0
17,21985,female,3.0,Twitter,Travel,Suburban,7,9.5
49,50097,male,4.5,Snapchat,Fashion,Suburban,14,10.5
20,26407,male,2.0,Twitter,Sports,Urban,2,5.0
54,80575,female,4.5,Twitter,Music,Urban,8,6.5
61,52722,male,1.0,Facebook,Travel,Suburban,6,6.0
40,52924,female,1.0,Facebook,Technology,Urban,8,9.5
43,43750,male,4.5,TikTok,Technology,Suburban,0,4.0
21,26349,male,3.5,Facebook,Travel,Suburban,4,4.0
63,48535,male,3.5,Twitter,Technology,Rural,11,7.5
41,64487,male,0.5,Facebook,Art,Suburban,12,5.5
26,51797,female,3.0,Snapchat,Travel,Urban,2,4.5
52,80651,male,3.5,Snapchat,Sports,Urban,3,2.5
53,54666,non-binary,3.0,Facebook,Travel,Rural,3,8.5
34,46009,female,3.0,Instagram,Fashion,Urban,10,0.5
23,15610,male,1.0,Twitter,Fashion,Suburban,11,9.5
35,41727,female,3.0,Instagram,Food,Suburban,6,4.0
13,25482,female,2.0,Facebook,Technology,Urban,9,9.0
58,74622,female,4.5,Snapchat,Music,Urban,10,2.5
49,60800,male,0.5,Facebook,Technology,Suburban,7,0.5
33,35055,female,4.0,TikTok,Art,Rural,10,7.0
38,58708,female,2.5,Twitter,Travel,Urban,9,8.0
58,52819,male,0.5,Facebook,Music,Rural,4,7.5
48,59369,male,2.0,Twitter,Music,Suburban,12,10.0
35,49283,female,0.5,Twitter,Technology,Rural,12,3.5
13,29189,male,3.0,Instagram,Music,Urban,11,4.5
63,53171,female,1.0,Instagram,Music,Urban,9,4.5
52,80933,male,2.5,Instagram,Fashion,Rural,6,8.5
27,35774,female,3.5,Instagram,Sports,Rural,2,4.5
33,36519,female,1.0,Facebook,Travel,Urban,2,4.0
59,50983,male,3.0,Instagram,Technology,Suburban,2,9.0
21,29548,male,3.0,Instagram,Fashion,Rural,11,0.0
65,60798,female,2.5,Twitter,Art,Urban,3,1.5
21,16749,female,2.5,Twitter,Art,Suburban,5,1.0
22,25867,female,1.5,Twitter,Food,Rural,14,4.5
64,54939,male,5.0,Snapchat,Music,Urban,4,5.5
65,30781,male,5.0,Snapchat,Music,Urban,7,8.5
38,67624,male,1.0,Twitter,Technology,Suburban,13,9.5
53,56823,female,3.5,Twitter,Sports,Urban,13,2.5
47,68489,male,0.5,Instagram,Sports,Urban,11,10.0
64,79961,male,3.0,TikTok,Technology,Rural,12,0.5
37,69118,female,3.0,Facebook,Technology,Suburban,4,4.5
38,74881,female,1.5,Instagram,Fashion,Rural,10,0.5
23,20879,male,1.0,Snapchat,Art,Rural,11,4.0
50,63565,male,1.0,Facebook,Technology,Urban,4,4.5
14,18970,female,4.5,Facebook,Art,Urban,13,0.5
19,25183,female,2.5,Twitter,Food,Urban,9,3.5
30,55643,male,3.5,Twitter,Art,Urban,1,8.0
39,63648,female,2.5,Snapchat,Fashion,Suburban,11,8.0
46,91971,female,3.5,Snapchat,Music,Suburban,10,1.5
39,58658,male,2.0,Facebook,Music,Urban,10,8.5
29,51253,male,4.0,Facebook,Art,Urban,4,5.5
55,88563,female,5.0,Twitter,Music,Urban,14,8.0
56,66390,female,5.0,Instagram,Music,Suburban,11,4.0
63,63128,male,3.5,Twitter,Travel,Urban,6,9.0
36,53489,female,5.0,Facebook,Food,Urban,1,6.5
37,78314,female,2.5,Instagram,Fashion,Suburban,13,6.5
19,21852,male,3.0,Twitter,Fashion,Urban,12,8.0
64,69450,female,2.5,Twitter,Music,Urban,5,0.5
18,17551,female,3.5,Twitter,Sports,Suburban,6,3.5
65,36411,male,1.0,Instagram,Fashion,Urban,4,2.0
36,73243,male,2.5,Instagram,Food,Suburban,8,3.0
45,71800,male,5.0,Facebook,Technology,Urban,13,10.5
61,50403,female,1.5,Facebook,Food,Urban,3,7.5
41,47239,non-binary,4.5,Instagram,Music,Urban,13,7.5
55,46710,male,3.0,Instagram,Music,Rural,13,8.0
34,51384,female,5.0,Twitter,Travel,Suburban,12,10.5
38,61038,female,1.5,Instagram,Art,Rural,9,3.0
40,62447,female,3.5,Twitter,Fashion,Suburban,14,9.5
62,42285,male,2.0,TikTok,Art,Suburban,0,3.5
33,35223,male,1.5,Instagram,Art,Urban,13,3.5
61,53521,male,4.0,Facebook,Fashion,Urban,7,5.0
19,29889,female,2.0,Facebook,Fashion,Urban,14,7.0
29,36971,male,0.5,Twitter,Music,Urban,7,8.5
32,59139,female,3.0,Instagram,Fashion,Urban,6,2.5
53,69909,male,5.0,Facebook,Sports,Urban,7,10.5
61,51531,male,0.5,Twitter,Sports,Urban,1,5.5
32,44721,female,2.5,Facebook,Technology,Urban,2,7.0
34,49206,female,3.5,Twitter,Fashion,Urban,8,2.5
40,77711,male,3.0,Twitter,Travel,Suburban,0,8.5
52,56530,male,1.0,Snapchat,Technology,Rural,7,9.5
